cell_line_name,5-Fluorouracil,ABT737,AGI-5198,AGI-6780,AMG-319,AZ960,AZD3759,AZD4547,AZD5582,AZD6482,AZD6738,AZD7762,AZD8055,AZD8186,Afatinib,Afuresertib,Alisertib,Alpelisib,Avagacestat,Axitinib,BI-2536,BIBR-1532,BMS-345541,BX795,Bicalutamide,Bleomycin (50 uM),Bortezomib,Bosutinib,CCT007093,CHIR-99021,CZC24832,Camptothecin,Cediranib,Cisplatin,Crizotinib,Cyclophosphamide,Cytarabine,Dabrafenib,Dactolisib,Daporinad,Dasatinib,Dinaciclib,Docetaxel,Doramapimod,EHT-1864,EPZ004777,EPZ5676,Elesclomol,Entinostat,Entospletinib,Epirubicin,Erlotinib,Foretinib,Fulvestrant,GDC0810,GNE-317,GSK1904529A,GSK2578215A,GSK2606414,GSK269962A,GSK2830371,GSK343,GSK591,GW441756,Gefitinib,Gemcitabine,I-BET-762,I-BRD9,IOX2,IWP-2,Ibrutinib,Ipatasertib,Irinotecan,JNK Inhibitor VIII,JQ1,KRAS (G12C) Inhibitor-12,KU-55933,LCL161,LGK974,LJI308,LY2109761,Lapatinib,Leflunomide,Lenalidomide,Lestaurtinib,Linsitinib,MG-132,MIRA-1,MK-1775,MK-2206,MK-8776,ML323,MN-64,Methotrexate,Motesanib,NU7441,NVP-ADW742,Navitoclax,Nilotinib,Niraparib,Nutlin-3a (-),OF-1,OTX015,Obatoclax Mesylate,Olaparib,Osimertinib,Oxaliplatin,P22077,PCI-34051,PD0325901,PD173074,PF-4708671,PFI-1,PFI3,PLX-4720,PRIMA-1MET,PRT062607,Paclitaxel,Palbociclib,Pevonedistat,Picolinici-acid,Pictilisib,Piperlongumine,Pyridostatin,Refametinib,Ribociclib,Rucaparib,Ruxolitinib,SB216763,SB505124,SCH772984,SGC0946,SL0101,SN-38,Sabutoclax,Sapitinib,Savolitinib,Selumetinib,Sepantronium bromide,Serdemetan,Sorafenib,TW 37,Tamoxifen,Tanespimycin,Taselisib,Telomerase Inhibitor IX,Temozolomide,Temsirolimus,Tozasertib,Trametinib,Tretinoin,UMI-77,Uprosertib,VE-822,VE821,VX-11e,Veliparib,Venotoclax,Vinblastine,Vinorelbine,Vismodegib,Vorinostat,WEHI-539,WIKI4,WZ4003,Wee1 Inhibitor,Wnt-C59,YK-4-279,ZM447439
MCF7,3.3907299041748047,0.8213542699813843,4.602701663970947,4.008627414703369,4.536643981933594,1.3016704320907593,2.216421365737915,2.3502793312072754,1.4665437936782837,3.242304563522339,1.3842612504959106,0.1556527018547058,0.0052116066217422485,3.120755672454834,1.4608385562896729,2.084211826324463,0.6531853675842285,2.9058284759521484,4.562735557556152,1.891652226448059,-1.9511163234710693,4.786012172698975,2.4458425045013428,,,2.508538007736206,-5.665350914001465,2.2214133739471436,5.1225104331970215,,5.088363170623779,-2.845872163772583,1.987293004989624,1.7474716901779175,1.647153615951538,5.079988479614258,0.5680996179580688,4.182562351226807,-1.1275264024734497,,2.528726577758789,-2.4082930088043213,-5.264737606048584,4.838921546936035,3.288525104522705,5.016361713409424,5.3629608154296875,,1.3371646404266357,3.4686851501464844,-0.7918095588684082,2.587064027786255,0.36317381262779236,2.6028709411621094,4.922906398773193,0.688474178314209,3.946647882461548,4.817956924438477,3.357091188430786,1.6293590068817139,5.1157546043396,2.3398523330688477,4.1675262451171875,2.9058144092559814,2.7426187992095947,-2.2420284748077393,2.497123956680298,3.809319257736206,,2.3976821899414062,4.032353401184082,2.8829760551452637,1.1748312711715698,4.979539394378662,1.4765479564666748,3.736953020095825,4.962580680847168,4.73091459274292,3.8487613201141357,4.841889381408691,4.8887176513671875,2.953672170639038,4.967609882354736,5.094604015350342,-0.2435723841190338,3.4101622104644775,-1.1678237915039062,5.003927707672119,0.2089196741580963,2.2060599327087402,2.2626376152038574,4.29196834564209,4.60513162612915,0.5682499408721924,5.306842803955078,2.5717334747314453,2.243997573852539,0.457550048828125,2.816133499145508,3.0446746349334717,3.6115994453430176,3.925992488861084,1.833465576171875,0.46246039867401123,3.431647300720215,1.5558884143829346,2.3939368724823,3.829662799835205,3.910876750946045,-0.5085231065750122,3.329850673675537,3.1169183254241943,3.632265090942383,5.275725841522217,4.336403846740723,3.8876442909240723,2.666255235671997,-3.2477774620056152,2.846632957458496,0.02272889018058777,5.128080368041992,0.8884450197219849,,2.9084160327911377,0.6825728416442871,3.1261560916900635,3.380366086959839,4.457756996154785,4.943873405456543,,1.0273993015289307,1.7073899507522583,,-5.247596740722656,-0.34707894921302795,4.037383556365967,2.1253368854522705,2.120704412460327,-1.5285929441452026,3.139423370361328,1.8674942255020142,,3.5270111560821533,-0.5709335803985596,1.5022594928741455,0.4150746166706085,6.469724655151367,1.3075698614120483,0.4381949007511139,-1.716230034828186,,2.492387294769287,2.4867360591888428,2.272584915161133,3.037653684616089,1.891804575920105,5.128574848175049,1.2930269241333008,-4.076577186584473,-3.454829216003418,4.713850498199463,1.1100538969039917,3.0380053520202637,3.567312717437744,3.6958303451538086,1.110927939414978,4.003923416137695,1.173921823501587,1.5445380210876465
MDA-MB-436,3.7812001705169678,2.277991533279419,4.557091236114502,4.199877738952637,4.527225971221924,1.418498158454895,2.2087924480438232,2.539675235748291,1.5625007152557373,2.998528242111206,1.443043828010559,0.05805550515651703,-0.5347678661346436,2.6777169704437256,1.6347181797027588,2.149956464767456,1.3275854587554932,3.0729901790618896,4.56595516204834,2.500162363052368,-1.996384859085083,4.785462856292725,2.6996572017669678,,,1.8685749769210815,-6.0297627449035645,2.2407257556915283,5.016075134277344,,5.035960674285889,-3.1884374618530273,1.912719964981079,1.9298100471496582,1.9658477306365967,5.038189888000488,0.8694987297058105,3.8634836673736572,-2.0846197605133057,-2.67881441116333,1.1837280988693237,-3.154017686843872,-5.362922191619873,4.83565092086792,3.454576253890991,4.994654655456543,5.388035774230957,,1.8395854234695435,3.1604673862457275,-1.390583872795105,2.538832426071167,0.6521790027618408,2.676889181137085,4.885880947113037,0.18492113053798676,4.124436378479004,4.818734645843506,3.432936429977417,2.1309006214141846,5.258274555206299,2.392367124557495,4.151796817779541,2.9694042205810547,2.7994165420532227,-2.5059690475463867,2.567063331604004,4.176908016204834,,2.4588217735290527,4.26073694229126,3.1001336574554443,1.4716523885726929,4.911241054534912,1.747033953666687,4.203271865844727,4.954568862915039,4.655969619750977,4.0824689865112305,4.848474979400635,4.847011566162109,2.8585333824157715,4.929952621459961,5.11229944229126,-0.00790145993232727,3.810553550720215,-1.3013547658920288,5.2693939208984375,0.304970920085907,2.4165706634521484,2.5556159019470215,4.408136367797852,4.547786235809326,0.2519122064113617,5.360904693603516,2.5457494258880615,2.3977553844451904,2.2770938873291016,2.9730136394500732,3.8215577602386475,4.103777885437012,4.080725193023682,1.8581336736679077,0.07627216726541519,3.9764668941497803,1.703244686126709,3.186253547668457,4.2483415603637695,4.271294593811035,-0.22959306836128235,3.3959848880767822,3.341562032699585,3.7761614322662354,5.1789326667785645,3.9224891662597656,4.413912296295166,2.592067003250122,-3.710212469100952,2.9974417686462402,0.003202199935913086,5.050563812255859,0.5445536971092224,,3.1250805854797363,0.8712863922119141,3.2668237686157227,3.8418021202087402,4.638688087463379,4.856276035308838,,1.3414227962493896,1.7537038326263428,,-5.23767614364624,-0.387008935213089,3.810094118118286,2.1691863536834717,2.456878900527954,-4.506761074066162,3.27750825881958,2.0774641036987305,1.1519230604171753,3.7151033878326416,-1.0269323587417603,1.4608474969863892,0.3106549084186554,6.557810306549072,0.5834962129592896,1.1655193567276,-1.508926272392273,,2.5349533557891846,2.638885736465454,2.601077079772949,3.3776779174804688,1.9014023542404175,5.131014347076416,2.355482578277588,-4.235360622406006,-3.7377612590789795,4.76377534866333,1.4523597955703735,3.455845355987549,3.455501079559326,3.725278615951538,1.301108956336975,4.208186626434326,1.1698486804962158,1.9839271306991577
HCC202,4.784433841705322,,,,,,,,,,,1.3007102012634277,,,,,,,,3.1029751300811768,,,,,,,,,,,,,,3.4497811794281006,,,,,,,,,-3.8849077224731445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8139357566833496,,,3.148172616958618,,,,,,,,1.9830002784729004,,,5.2323784828186035,,,,,,,,,,3.9462382793426514,,,,,,,,4.302796363830566,,,1.5793790817260742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8675960302352905,,,,,,,
HCC1806,3.7214901447296143,2.0901761054992676,4.403957843780518,4.06351375579834,4.564353942871094,1.1816468238830566,1.8744494915008545,2.4352920055389404,1.6404985189437866,3.135164737701416,1.3218952417373657,-0.3979516923427582,-0.679376482963562,2.7864444255828857,0.9127492904663086,2.4188272953033447,0.26600855588912964,2.903841257095337,4.483297824859619,2.3616864681243896,,4.667008399963379,2.7454869747161865,,,1.4443817138671875,-5.984403133392334,2.2164652347564697,4.9274821281433105,,4.982234001159668,-3.474311113357544,1.8421621322631836,1.52423894405365,2.0993871688842773,4.963932037353516,0.2925505042076111,4.319099426269531,-2.0377726554870605,,0.19496971368789673,-3.051234483718872,-5.602715492248535,4.792919158935547,3.2449898719787598,4.933979034423828,5.347589492797852,,2.1032917499542236,3.0956599712371826,-1.6543912887573242,1.7827632427215576,0.4732030928134918,2.555274724960327,4.786995887756348,-0.045299142599105835,3.9304466247558594,4.711347579956055,3.252241611480713,1.9291528463363647,5.220860958099365,2.3848044872283936,4.114685535430908,2.8775668144226074,2.1372005939483643,-3.1859657764434814,2.973037004470825,4.257914066314697,,2.45092511177063,2.5340495109558105,3.135002851486206,1.0077872276306152,4.843523025512695,2.1121504306793213,4.1409592628479,4.857826232910156,4.525252819061279,3.8823015689849854,4.864500999450684,4.767734050750732,1.8962126970291138,4.88194465637207,5.044403553009033,-0.44013896584510803,3.6569652557373047,-1.2708872556686401,5.187870502471924,-0.06357143819332123,2.6805739402770996,2.6618471145629883,4.307826519012451,4.360682487487793,-0.1756146252155304,5.30450439453125,2.5443599224090576,2.7824833393096924,2.0775556564331055,3.219367742538452,3.6386301517486572,4.3126912117004395,3.821746826171875,2.3343288898468018,-0.04592999815940857,3.839601993560791,1.1282645463943481,2.915278911590576,4.193390846252441,4.26432466506958,2.4581151008605957,3.315835475921631,3.1074631214141846,3.768125534057617,5.127295017242432,4.1411566734313965,4.626439094543457,2.8953213691711426,-3.76763653755188,3.1544406414031982,-0.2781776487827301,4.970315933227539,0.24501445889472961,,2.9214932918548584,2.648716449737549,3.2209582328796387,3.6693947315216064,4.578101634979248,4.756862640380859,,3.1384353637695312,1.6658289432525635,,-5.492629051208496,-0.7409980297088623,1.7052738666534424,2.1863677501678467,3.764047145843506,-4.113216400146484,3.202409505844116,2.170543670654297,,3.526162624359131,-0.9066348075866699,1.0779812335968018,0.16060732305049896,6.439723968505859,0.33749133348464966,1.04520583152771,1.178063154220581,,2.4626893997192383,2.9256300926208496,2.640143871307373,3.3850739002227783,3.1476528644561768,5.048649787902832,2.2448761463165283,-4.363675594329834,-3.8028903007507324,4.713823318481445,1.6055787801742554,3.144963264465332,3.2534828186035156,3.799370050430298,1.263788104057312,4.124166965484619,1.0238478183746338,1.6852556467056274
HCC1187,3.937760353088379,1.7122955322265625,4.686156272888184,4.243571758270264,4.730949401855469,1.2504169940948486,2.005748748779297,2.534691095352173,1.7204424142837524,3.4192564487457275,1.453366994857788,-0.06872807443141937,-0.25235626101493835,2.7535858154296875,0.7686686515808105,1.9368627071380615,,2.5655624866485596,4.745865821838379,2.316767454147339,-2.718418836593628,4.94741153717041,2.7379722595214844,,,1.8271819353103638,-6.051825523376465,2.4782254695892334,5.207281112670898,,5.160107612609863,-3.3658125400543213,1.9721537828445435,1.5983610153198242,2.1003801822662354,5.243049621582031,0.8299862146377563,4.746847629547119,-1.607714056968689,,1.6468021869659424,-3.060131788253784,-5.746060371398926,5.030430793762207,3.480491876602173,5.171821117401123,5.540539741516113,,1.8347655534744263,3.5239102840423584,-1.3314365148544312,1.9866901636123657,0.6697887182235718,2.848127841949463,4.996764183044434,0.20332862436771393,4.184713363647461,4.911950588226318,3.6087653636932373,1.550949215888977,5.279538154602051,2.6125340461730957,4.385947227478027,3.2054569721221924,2.204408884048462,-2.930328607559204,2.962786912918091,4.279454708099365,,2.638726234436035,2.244614839553833,2.664928674697876,0.9834129810333252,5.114715099334717,2.051050901412964,4.190669059753418,4.980617523193359,4.809629917144775,4.1606669425964355,5.066591262817383,4.983206748962402,2.0438694953918457,5.049211025238037,5.228560447692871,-0.16801097989082336,3.695425271987915,-1.1748347282409668,5.219092845916748,0.02370021492242813,2.133716583251953,2.754972219467163,4.559716701507568,4.667896270751953,0.47394296526908875,5.425110816955566,2.6170413494110107,2.6630167961120605,1.5942165851593018,3.421435594558716,3.7650647163391113,4.46132755279541,4.112917900085449,2.324859142303467,0.3061324954032898,4.0078349113464355,0.9358965158462524,2.8523478507995605,4.237214088439941,4.3590989112854,3.415433168411255,3.577388286590576,3.2953860759735107,3.9366917610168457,5.378725051879883,4.733117580413818,4.647998332977295,2.9423880577087402,-3.722761392593384,3.4162638187408447,-0.062422141432762146,5.237333297729492,0.23582077026367188,,3.0678203105926514,3.794219732284546,3.4785399436950684,3.8501570224761963,4.776615142822266,4.961251258850098,,3.9636733531951904,1.8403712511062622,,-5.521623134613037,-0.5002257823944092,1.6486636400222778,2.3803529739379883,4.466536521911621,-4.479194641113281,3.519015073776245,2.23759388923645,,3.7162702083587646,-0.3785436451435089,0.5591766834259033,0.30082929134368896,6.478491306304932,0.524956226348877,0.703045129776001,2.5438899993896484,,2.6848137378692627,2.3202004432678223,2.711275339126587,3.5828447341918945,3.5882890224456787,5.258515357971191,1.9000250101089478,-4.454441547393799,-3.867675304412842,4.880268573760986,1.4477428197860718,3.165346145629883,3.630528450012207,4.154086589813232,1.214577317237854,4.264466285705566,0.9693725109100342,1.5724821090698242
AU565,3.9727413654327393,2.396575450897217,4.622711658477783,4.192691802978516,4.76539421081543,1.5608855485916138,1.7884351015090942,2.6148269176483154,1.7984191179275513,3.082671642303467,1.6668825149536133,0.28769007325172424,-0.42135176062583923,2.1915502548217773,0.43514353036880493,1.4330580234527588,1.266614556312561,2.0434787273406982,4.616662979125977,2.647738456726074,,4.871312618255615,2.6830053329467773,,,2.3553755283355713,-5.582458972930908,2.3971805572509766,5.13029146194458,,5.147423267364502,-2.2099435329437256,1.8406809568405151,2.4294421672821045,2.1262331008911133,5.188240051269531,1.760593295097351,4.7402215003967285,-1.7892804145812988,,1.1773602962493896,-2.8941681385040283,-4.796011924743652,4.933569431304932,3.46928334236145,5.149046421051025,5.493691444396973,,1.9033863544464111,3.2628743648529053,-0.7272433042526245,1.7643438577651978,0.6990289688110352,2.8683743476867676,4.941250801086426,0.04801806062459946,4.07575798034668,4.839904308319092,3.6236014366149902,1.8606804609298706,5.4090704917907715,2.5723776817321777,4.2837300300598145,3.120682716369629,1.9930689334869385,-1.211582899093628,2.6850497722625732,4.232257843017578,,2.610933780670166,1.9787850379943848,2.223365545272827,2.0435068607330322,5.028408527374268,1.774340271949768,4.393003940582275,4.978026390075684,4.720963001251221,4.059669017791748,5.035707950592041,4.935962200164795,1.4318231344223022,5.051992893218994,5.216974258422852,0.4430820345878601,3.56502628326416,-1.1580394506454468,5.443359851837158,0.26976478099823,1.7713712453842163,2.874234676361084,4.437674045562744,4.565073490142822,0.820454478263855,5.422654151916504,2.4415552616119385,2.323016881942749,2.35532283782959,3.3226664066314697,4.32293701171875,4.651004314422607,4.055420875549316,1.973144292831421,0.3851996064186096,4.390600204467773,0.7792907953262329,3.545532464981079,4.304610252380371,4.47543478012085,2.112166166305542,3.516540765762329,3.392206907272339,3.7964131832122803,5.32725715637207,4.553721904754639,4.670067310333252,2.6035001277923584,-3.4861271381378174,3.3777506351470947,0.3802485764026642,5.188218116760254,0.010337784886360168,,3.197899103164673,2.3432955741882324,3.500230550765991,3.987868309020996,4.757782459259033,4.897577285766602,,2.615023612976074,1.8423048257827759,,-3.921017646789551,-0.13774213194847107,1.0532491207122803,2.374192476272583,3.6583616733551025,-3.462059497833252,3.611013174057007,2.335059642791748,,3.62399959564209,-0.8132578134536743,0.07809659093618393,0.5809745788574219,6.588959693908691,0.6290266513824463,1.4402878284454346,1.033087134361267,,2.807511806488037,1.7277263402938843,2.754798173904419,3.7641618251800537,2.688903570175171,5.25398063659668,2.566974639892578,-3.782519817352295,-3.564460039138794,4.864711284637451,1.5709515810012817,3.433924436569214,3.5178375244140625,4.0247368812561035,1.5042496919631958,4.208847999572754,1.318787932395935,1.9198582172393799
CAMA-1,3.9791553020477295,1.360149621963501,4.377041339874268,3.828158140182495,4.640607833862305,1.8289783000946045,2.339623212814331,2.5083234310150146,1.8509796857833862,3.539829969406128,1.9530370235443115,0.917829155921936,0.564714789390564,3.2700178623199463,1.8084628582000732,2.179291248321533,1.9351400136947632,3.061068534851074,4.436285495758057,2.3748996257781982,-1.5074611902236938,4.613916397094727,2.6246562004089355,,,3.1885740756988525,-5.152619361877441,2.7161054611206055,4.897444725036621,,4.962504863739014,-1.9425454139709473,2.174898386001587,2.505991220474243,2.1530468463897705,4.877574443817139,1.982684850692749,4.5684709548950195,-0.8150795698165894,-2.9939098358154297,2.97977352142334,-2.405031204223633,-4.664019584655762,4.694558620452881,3.1833057403564453,4.844236373901367,5.187994480133057,,1.525112271308899,3.7028210163116455,-0.24801930785179138,2.7979440689086914,1.2013592720031738,2.6444122791290283,4.730227470397949,1.0460151433944702,3.785994052886963,4.615220546722412,3.592679023742676,1.9235495328903198,5.047365188598633,2.4701972007751465,4.1137590408325195,2.978829860687256,2.842088222503662,-0.9744554758071899,2.9141485691070557,3.909971237182617,,2.4266326427459717,4.193811416625977,3.0126237869262695,2.036679744720459,4.799355983734131,2.07698130607605,3.866856336593628,4.8314900398254395,4.59517765045166,3.671976327896118,4.823139667510986,4.7099151611328125,3.1772778034210205,4.823462009429932,4.958733558654785,0.5587080717086792,3.328503131866455,-0.9739241600036621,5.148777484893799,0.7362451553344727,2.34718656539917,2.6395792961120605,4.067317008972168,4.3855390548706055,1.2336206436157227,5.126606464385986,2.8291406631469727,2.440230131149292,1.0752816200256348,3.321572780609131,3.860091209411621,4.556182384490967,3.67596697807312,2.3164467811584473,0.8367692232131958,3.8460042476654053,1.8055031299591064,3.153726577758789,3.8079347610473633,4.012589931488037,2.3675780296325684,3.5061538219451904,3.1743974685668945,3.7397408485412598,5.078841209411621,4.518954753875732,4.448627948760986,2.97723388671875,-2.9903085231781006,3.4713733196258545,0.7206755876541138,4.9554619789123535,1.2372462749481201,,3.0592398643493652,2.868279218673706,3.437821865081787,3.591045618057251,4.354135036468506,4.78177547454834,,3.1549296379089355,1.8476206064224243,,-3.9874491691589355,0.008616805076599121,4.021905899047852,2.2472636699676514,3.980663776397705,-1.927314043045044,3.4703991413116455,2.0816619396209717,1.3384652137756348,3.5486040115356445,0.1830356866121292,1.7961370944976807,0.7859014272689819,6.398191928863525,1.4350602626800537,1.3513720035552979,1.377200961112976,,2.4741106033325195,2.571275472640991,2.6983909606933594,3.5519134998321533,3.1598258018493652,4.979562759399414,1.7806670665740967,-3.554426670074463,-3.059356927871704,4.569486141204834,1.3307902812957764,3.0798609256744385,3.5491960048675537,3.9414334297180176,1.570786714553833,3.8554253578186035,1.7401790618896484,2.0435993671417236
BT-549,4.355924606323242,2.474902391433716,4.719754695892334,4.393831253051758,4.737314701080322,1.7602128982543945,2.520270586013794,2.8502888679504395,1.9170509576797485,3.567929744720459,1.913818597793579,-0.05630868673324585,-0.47641339898109436,3.121697187423706,1.943230152130127,2.7422714233398438,1.3596917390823364,3.5679168701171875,4.818042278289795,2.8266751766204834,-1.7061214447021484,4.958182334899902,3.1531174182891846,,,2.462541341781616,-5.499621868133545,2.483975410461426,5.180263996124268,,5.182194232940674,-2.828686237335205,2.2187910079956055,2.464804172515869,2.5602035522460938,5.219583511352539,1.1123716831207275,4.455411911010742,-1.8810136318206787,-3.421612024307251,0.43841975927352905,-2.8033840656280518,-4.900943756103516,5.041117191314697,3.5484089851379395,5.1643524169921875,5.5652174949646,,2.256077527999878,3.476731538772583,-1.3986716270446777,2.843982696533203,0.9494597911834717,2.9548239707946777,5.036004543304443,0.19220788776874542,4.317811012268066,4.978586196899414,3.66871976852417,2.465672016143799,5.40540075302124,2.717921257019043,4.37778377532959,3.2702555656433105,3.1501505374908447,-2.0336365699768066,3.2115654945373535,4.410264015197754,,2.6992321014404297,4.372192859649658,3.5845181941986084,1.8763024806976318,5.102849960327148,2.3079001903533936,4.518338203430176,5.110249996185303,4.8646392822265625,4.2642388343811035,5.081795692443848,5.022854804992676,3.347743511199951,5.022915363311768,5.294159412384033,-0.09443032741546631,4.036179542541504,-1.2675065994262695,5.383359432220459,0.3368714153766632,3.009718418121338,2.9672560691833496,4.614832878112793,4.727763652801514,-0.037444353103637695,5.513153553009033,2.955554962158203,3.0440471172332764,2.4311585426330566,3.440835475921631,4.12177848815918,4.428665637969971,4.201863765716553,2.5024211406707764,0.09987839311361313,4.1778564453125,1.936657428741455,3.791133403778076,4.4991068840026855,4.471688747406006,2.7683792114257812,3.6690475940704346,3.476078987121582,3.991579055786133,5.358403205871582,4.403929710388184,4.6410698890686035,3.155304193496704,-3.108565330505371,3.5954065322875977,0.13958847522735596,5.245438575744629,0.7623138427734375,,3.4004149436950684,3.1326851844787598,3.6194002628326416,3.974196195602417,4.850521087646484,5.053136825561523,,3.584929943084717,1.9495346546173096,,-4.614573001861572,-0.507848858833313,3.9910507202148438,2.435655355453491,4.145992755889893,-4.6641364097595215,3.615963935852051,2.378020763397217,1.5867421627044678,3.8952465057373047,-0.5599352121353149,1.948416829109192,0.3653181493282318,6.585854530334473,0.4389210045337677,1.9240117073059082,1.4872965812683105,,2.742124557495117,3.3198559284210205,3.049927234649658,3.7717955112457275,3.5006039142608643,5.232293605804443,2.5894625186920166,-3.6714935302734375,-3.058941125869751,4.9461870193481445,1.739090085029602,3.5346105098724365,3.563098192214966,3.9937336444854736,1.7535094022750854,4.414203643798828,1.7470604181289673,2.3952231407165527
MDA-MB-415,3.7492778301239014,2.1793227195739746,4.693108558654785,4.264700412750244,4.807016372680664,1.9384186267852783,2.4678897857666016,2.707473039627075,2.0245938301086426,3.2745978832244873,1.9896905422210693,0.7003388404846191,-0.013783231377601624,3.041313648223877,2.0089969635009766,2.381586790084839,1.8403116464614868,3.2516016960144043,4.696396827697754,2.6371099948883057,-0.7340319156646729,4.886800765991211,2.8714163303375244,,,2.6696858406066895,-4.80562686920166,2.6615824699401855,5.183280944824219,,5.200634479522705,-2.60986065864563,2.298158884048462,2.350477695465088,2.343047618865967,5.203727722167969,1.5073469877243042,4.102476596832275,-1.3296574354171753,-1.3989967107772827,2.48014497756958,-1.9488344192504883,-2.3979437351226807,4.93367338180542,3.3973004817962646,5.165745258331299,5.498744010925293,,2.171762228012085,3.4442949295043945,-0.8157687187194824,2.836475372314453,1.0459524393081665,2.913437604904175,5.039586544036865,0.6987602710723877,4.171226501464844,4.933883190155029,3.555608034133911,2.3551406860351562,5.337100982666016,2.6187548637390137,4.369222164154053,3.15354061126709,2.96171498298645,-2.098710298538208,2.8681094646453857,4.27215576171875,,2.7192461490631104,4.180840969085693,3.232571840286255,1.740816354751587,5.051654815673828,2.2545788288116455,4.335991382598877,5.177818298339844,4.804642200469971,4.067370414733887,4.9854655265808105,4.995699405670166,3.211963176727295,5.091301918029785,5.273367404937744,0.4867866337299347,3.7993993759155273,-1.088164210319519,5.327311038970947,0.827180027961731,2.658517360687256,2.7123515605926514,4.476522445678711,4.689304351806641,0.7775759696960449,5.442056179046631,2.8401098251342773,2.6483216285705566,2.0036587715148926,3.211637258529663,3.8003878593444824,3.966538190841675,4.04133415222168,2.3735785484313965,0.48415759205818176,3.9972927570343018,2.01539945602417,3.2777059078216553,4.350532531738281,4.4365010261535645,0.6295974850654602,3.519453287124634,3.3821616172790527,3.9068896770477295,5.363368034362793,4.189053058624268,4.648766994476318,2.9158546924591064,-2.076857328414917,3.2627296447753906,0.5484921932220459,5.23579740524292,1.116117238998413,,3.2931618690490723,1.3540096282958984,3.4342644214630127,3.8129656314849854,4.719300746917725,5.045899391174316,,1.853115439414978,2.034045457839966,,-4.711851119995117,-0.028224706649780273,3.804208993911743,2.447467088699341,2.924086332321167,-1.2980363368988037,3.4033939838409424,2.360107898712158,1.6183364391326904,3.793903112411499,-0.48463842272758484,1.8447225093841553,0.5686901807785034,6.531766891479492,,1.8098089694976807,-0.9008842706680298,,2.7016632556915283,2.776998996734619,2.7846179008483887,3.43583345413208,2.470834970474243,5.271701335906982,2.3841285705566406,-2.0971877574920654,-2.0224852561950684,4.868872165679932,1.7938799858093262,3.4212863445281982,3.5319576263427734,3.924806594848633,1.824143886566162,4.291345119476318,1.8895024061203003,2.346898317337036
HCC1395,4.814337253570557,2.7181825637817383,4.98866605758667,,4.987367153167725,,2.5349111557006836,3.296940803527832,,3.6315882205963135,2.3182201385498047,0.3191615045070648,-0.26052960753440857,2.545680046081543,1.6643426418304443,2.1337852478027344,2.1136269569396973,2.947300910949707,5.10299015045166,3.3302040100097656,-1.2350198030471802,5.369648456573486,,,,3.376795768737793,-5.284692764282227,2.653215169906616,5.547253608703613,,,-1.9236133098602295,2.2788615226745605,3.4762394428253174,2.8624703884124756,5.619752407073975,2.3832273483276367,4.881527900695801,-1.8055508136749268,-3.7017667293548584,0.03294847160577774,,-4.779236316680908,5.410078048706055,3.857692241668701,5.556459426879883,5.939407825469971,,2.398642063140869,,-0.7484959363937378,2.8755013942718506,1.0829353332519531,3.3650145530700684,5.355361461639404,0.1765316128730774,4.637598514556885,5.2654290199279785,,2.737919807434082,5.821374416351318,,4.6864848136901855,3.6068224906921387,3.25128173828125,-0.4379567801952362,,4.547107696533203,,,,2.92404842376709,2.9039125442504883,5.483854293823242,2.166066884994507,,5.357381343841553,,4.6247687339782715,5.423635005950928,,3.1116554737091064,,5.650134563446045,0.5382101535797119,4.094483852386475,-1.2585235834121704,5.830185413360596,0.5216565132141113,2.401963710784912,3.4250595569610596,,,0.5317957401275635,5.8791632652282715,3.1281075477600098,3.0126590728759766,2.678053379058838,3.615687370300293,,4.831709384918213,,,0.40602320432662964,4.7406086921691895,1.7996766567230225,4.36198616027832,4.811142921447754,,2.79392409324646,3.8783254623413086,3.8266589641571045,4.05807638168335,,4.790131092071533,,,-2.961179494857788,3.8042612075805664,0.9856903553009033,,0.38116976618766785,,3.7887930870056152,3.172807455062866,3.9270858764648438,4.30763053894043,,5.355155944824219,,3.6681301593780518,2.185962438583374,,-3.0101397037506104,,3.3978137969970703,2.8148550987243652,4.280707359313965,-4.865446090698242,4.030136585235596,2.726289987564087,1.7241880893707275,4.07936954498291,-0.4012761414051056,1.0844539403915405,0.7733696699142456,6.90038537979126,0.5283850431442261,2.750211477279663,1.6042816638946533,,3.237858533859253,2.5275259017944336,,4.177868843078613,3.4573287963867188,5.6135478019714355,2.9830565452575684,-3.486109733581543,-2.9051742553710938,5.2722954750061035,1.9236183166503906,3.8187084197998047,3.8067383766174316,,2.1077499389648438,,2.3309528827667236,2.78198504447937
