,11178236,44137675,9858940,51371303,5494449,10077147,16095342,300471,637858,2375,10459196,444795,54685215,9956119,6505803,11634725,24866313,10127622,44182295,9826528,11707110,24180719,44462760,78209992,176870,123631,24821094,71496458,11488320,10184653,208908,992586,2984337,71297207,49846579,11228183,24978538,24737642,49847690,35397514,9938202,46926973,52913813,56649450,51001932,17755052,51042438,46930998,46843057,24788740,6918289,25262965,11977753,70676303,644241,3062316,5328940,11404337,5460769,387447,462382,11655119,2802462,68289010,56962337,176158,9943465,52918385,71271629,46907787,46943432,9936746,59473233,44462758,59472121,24753719,73555129,25099184,46926350,9813758,25124816,25126798,53469448,3899,71299339,57519544,60167849,2155128,1018,71268957,42623951,78243717,25227847,46236925,10385095,11626560,42642645,9914412,24771867,6450551,11364421,6710780,36314,44632017,5311497,148124,126565,16224745,51000408,54761306,11152667,10384072,24856436,11433190,11609586,5330286,44631912,3385,5310940,16720766,24958200,23725625,84691,6253,41867,104842,60750,60838,24360,4261,5311,216239,46931953,118704762,117072552,56645356,46883536,156422,11624601,2314623,5278396,11327430,9931953,24776445,11960529,216326,11667893,70983932,5394,227681,57345410,56962336,9927531,2907,104741,56941241,68107965,68947304,91668541,72200024,2733526,9825149,11640390,9933475,1401,51039095,126941,11455910,6914657
ACH-000350,-1.999363,,6.147632,,,,,,,,,,,,1.258396,2.128282,1.761105,2.949964,1.570585,-0.243942,-0.762828,9.074254,8.259405,2.464421,3.20675,3.856659,5.060858,2.994404,3.690684,3.150646,4.925356,7.265493,5.121848,7.789084,5.049185,4.98187,3.684813,8.209053,6.966944,4.446121,6.702309,7.622776,5.813954,7.083738,5.294318,5.523456,6.766106,7.298569,6.95508,7.30295,5.292374,4.957577,5.092531,5.627711,7.821712,3.616151,3.203053,2.130706,4.65714,-1.530042,0.222292,6.023572,7.475696,4.805124,3.907802,8.777897,5.732762,8.929702,6.058804,3.480021,7.704501,5.251621,6.848929,6.791721,7.090301,8.143599,8.56109,7.630116,0.438361,7.837604,8.559419,7.789188,6.742589,7.787788,8.015894,7.410268,7.678511,5.684817,7.609017,5.723281,7.806522,8.028704,4.66641,2.06479,3.828825,4.867179,1.710197,4.96615,5.888973,7.423831,3.650206,3.888674,2.961028,8.439288,2.632235,0.584884,2.007419,7.328563,7.717183,7.240609,5.085481,8.571781,3.931655,5.302004,5.126352,5.39884,5.074335,9.541368,7.802713,4.792344,8.124019,7.539403,8.385916,6.678187,0.783996,6.044389,4.993579,8.304616,3.712453,5.94501,5.155483,5.460257,6.856437,6.681125,6.824261,6.822467,5.718403,8.099731,7.951223,8.267967,8.279821,6.984993,5.374078,7.101719,6.802678,4.812159,7.610925,7.753301,9.624756,9.199099,8.101521,8.330315,7.096546,8.715326,6.013069,8.670138,8.67,8.094194,8.324464,7.317588,6.277562,3.798424,6.487927,2.914382,7.006066,5.742838,-1.314916,,
ACH-000674,-1.345766,,,,,,,,,,,,,,1.981415,3.658995,0.518755,1.434197,1.658028,0.08875,-0.948188,7.620562,7.261049,1.10564,2.525426,3.879165,2.542887,1.315027,1.822903,0.514003,2.76097,7.174585,4.659759,7.25064,4.991205,2.873545,3.614334,7.265393,2.17849,6.334276,7.238082,6.699065,5.53534,4.655177,3.321547,2.782798,5.291619,5.824114,5.872457,5.151317,1.21805,3.407619,2.140105,3.260179,6.345456,3.142715,2.762221,3.737822,6.11698,-3.678118,-0.018418,4.253071,7.228839,2.031275,3.371604,7.107947,5.605141,7.11879,3.864305,1.723707,2.460814,1.244544,4.319072,3.183721,4.41864,6.663095,5.495586,5.20694,-0.233957,5.146351,7.271925,6.737157,4.469344,8.449759,5.492737,6.597146,5.185423,4.830665,6.551811,4.388095,5.556429,7.125928,5.921281,0.488952,3.032926,6.859047,3.095218,4.347777,5.790081,5.486191,0.49405,2.239614,1.426666,5.650433,-1.415935,-1.766121,1.828088,3.818667,5.773371,4.038226,4.363313,6.444717,2.731801,5.288565,6.037094,5.279965,5.908181,7.37828,5.256746,4.534564,4.887877,6.37627,5.828483,5.651445,1.023594,4.715227,4.577895,5.628491,-0.014391,1.159463,0.887945,5.255251,7.133113,6.936156,6.07231,6.103329,8.076846,6.916758,7.217262,7.10827,6.052991,2.01781,5.878463,7.24601,7.219021,6.300185,7.261911,7.084386,8.242874,6.768893,7.372375,7.311265,7.100924,6.013107,4.237354,5.129613,4.51317,6.469275,3.319676,4.824271,6.542399,6.165106,8.413103,1.462026,6.967788,5.847672,-0.670112,,
ACH-000236,-3.509236,,3.361506,,,,,,,,,,,,0.544545,3.083041,-0.050415,1.957186,0.01977,-1.302212,-2.339191,3.715964,1.970762,3.860908,5.630803,5.318089,7.449974,3.371433,4.595482,4.96457,6.382581,3.358808,3.807083,-0.775153,5.252605,0.740619,-1.134299,6.789995,4.707278,5.989853,4.959234,5.716062,3.87002,4.826846,2.618191,1.986877,4.16079,5.572026,4.078061,5.282437,1.830114,0.340285,1.205173,1.737903,6.13046,2.832459,3.766485,1.497763,7.733294,-3.157059,-0.159256,7.386656,6.181048,5.649409,4.380233,9.115948,6.098481,7.591742,5.430072,1.888509,4.353979,2.802219,4.905663,7.223745,6.566032,7.631951,8.15621,3.905235,1.40989,6.990351,5.67203,6.211296,4.532952,6.696508,5.871455,5.994052,6.418138,4.61573,6.414022,5.524236,7.211414,6.683117,5.890111,1.760747,2.616369,3.804742,2.123936,4.476463,4.266697,6.237724,5.721359,0.762406,1.392153,5.787268,0.21176,-0.015727,0.156029,6.760084,7.314254,3.48386,2.055474,4.540499,1.310974,9.372174,5.735204,5.309813,5.920469,6.345249,6.918676,7.677957,7.155007,7.061728,7.311202,5.986712,2.247353,1.740747,2.936442,5.175902,0.809215,3.840926,2.908633,4.897146,8.014318,5.870046,7.902205,5.747356,5.416877,6.899557,7.836143,8.020538,6.570127,5.919073,6.383885,7.373894,7.725279,6.772999,8.065129,8.080881,7.457221,8.326891,8.444707,7.168708,7.571811,7.988724,5.198184,5.626135,7.011127,7.806741,7.180932,6.946065,5.759196,5.384079,4.679652,4.903737,5.565248,7.053535,2.870398,2.145314,-0.351687
ACH-000222,-2.85415,,,,,,,,,,,,,,2.413602,3.573957,3.254194,2.328351,1.707434,0.503113,0.181218,8.719757,6.564963,4.933398,6.045084,4.165947,7.851258,4.628097,4.87924,4.969809,5.937863,8.702059,7.828912,6.825007,10.273111,5.598132,3.050998,8.74362,6.356729,5.754389,5.467707,5.637119,6.600916,6.064709,4.798985,3.372783,5.539304,5.021469,5.921051,5.77597,4.253521,3.088374,0.162417,2.201896,4.689587,6.915985,5.792677,3.127451,9.582365,1.862887,3.015297,7.415778,7.594822,6.436993,3.983811,7.874034,6.247642,9.704025,7.563444,6.843484,7.238021,6.952361,6.015246,5.659542,6.205823,7.655249,8.359449,7.691973,2.352248,7.038813,8.389092,8.851626,8.200591,7.344855,7.308882,6.377764,6.382594,4.373309,6.757564,5.826928,8.065156,8.423965,5.947961,2.10767,5.831898,7.424727,3.161246,6.768641,5.220244,7.12541,6.322343,2.921412,0.18619,7.541925,2.983869,0.558922,3.55156,3.740964,6.26308,5.336019,3.151574,6.537046,4.005402,7.976876,6.770187,7.282826,7.367087,8.83403,8.716544,8.18562,8.078002,9.058758,8.919883,4.090417,3.021728,6.359964,3.8187,8.786887,2.947896,4.535578,4.084032,3.988862,8.581719,8.509594,6.600715,8.735909,7.990416,8.136194,8.237787,7.712332,8.523306,7.735122,5.65541,8.268158,8.18496,8.517535,8.750003,8.750003,9.811507,8.524605,8.751356,7.791384,6.938678,7.129301,5.682106,7.875861,7.342022,7.658769,7.150139,7.601574,7.748961,6.242152,5.37311,5.432986,7.332014,7.268887,2.766324,,
ACH-000722,-0.992732,,2.882738,,,,,,,,,,,,0.211253,2.035481,-1.569336,1.21069,1.073838,-1.525776,-2.636317,6.363701,4.36382,4.279741,4.135304,4.223119,5.308512,4.015917,6.898904,3.409841,5.527402,5.513878,5.424982,2.230605,4.437182,2.2638,1.105191,5.199467,3.934801,5.024187,2.797807,4.127237,5.387113,4.099076,0.340254,1.811389,1.866035,1.330317,0.567877,2.227599,3.292419,0.739774,0.326346,0.969381,3.933907,4.331449,2.428889,1.958878,6.943074,-3.638212,-1.058131,5.655764,4.588785,3.46428,2.47969,4.740807,4.756285,7.402074,6.194006,3.653902,3.708506,3.180078,5.386003,3.360878,2.74565,6.651483,6.352503,6.00665,-2.783173,3.5483,5.10246,5.422647,5.410039,5.48656,5.169608,5.094375,5.384547,3.983196,6.313175,4.122849,6.055026,6.79175,4.056437,0.58037,4.374605,1.82656,1.512101,3.624686,5.798677,3.688622,4.540943,-1.129352,-1.439887,5.475205,-2.315054,-0.352465,0.030751,3.266947,4.556343,4.065369,-0.837449,3.432905,1.61007,6.52302,3.500611,4.079928,4.980646,4.080307,4.200623,3.297239,5.96715,5.139924,5.944965,4.534688,4.966746,3.982287,3.12504,6.379777,0.80367,0.485483,2.304719,4.142289,5.838486,5.700214,5.130171,5.03614,5.131656,5.514464,4.820902,5.772517,4.614753,3.533933,4.669795,4.860446,5.45236,5.849503,5.794736,5.59258,7.870979,6.532299,6.578701,6.213961,6.279662,5.97651,4.482173,6.11849,5.368156,6.001524,5.567224,4.90186,3.741247,1.530817,1.981397,6.218729,5.142064,2.614678,1.477321,3.024298,-3.66168
ACH-000775,-3.040682,,,,,,,,,,,,,,1.470216,1.356237,-0.122973,-0.22419,-0.409747,-2.381518,-3.868843,4.659251,3.798034,3.097095,5.240952,2.678971,6.376094,3.95585,5.208167,2.858553,5.828155,1.924671,4.884946,4.86403,4.888334,1.021537,2.355088,5.802041,6.301645,4.611402,1.707562,4.284797,6.510851,5.469548,2.045474,1.610307,3.676362,3.214202,2.102544,3.241715,1.506522,2.828044,-0.179111,1.721313,3.383882,1.930119,2.996402,1.995707,8.269778,-2.545046,-0.582774,6.612544,5.899554,4.323794,2.5517,5.630073,2.986831,7.120319,4.331654,6.098736,5.84625,4.736548,4.723908,3.794803,4.205804,4.913652,7.253888,4.490723,1.238367,6.483066,5.056476,5.982619,4.616848,5.43114,4.285452,4.4378,4.23994,3.775312,5.764224,3.723429,6.275568,6.409911,5.31688,3.913686,1.8844,2.933756,0.906594,5.016812,4.579327,4.325912,4.833495,-0.641668,0.058068,5.508684,0.599496,-1.539005,2.574376,3.662526,3.39016,2.621687,-0.069148,1.442155,2.384434,6.075654,3.279509,3.298852,4.445086,7.908644,4.697578,3.502966,6.128062,4.820308,5.581303,3.325947,4.164732,3.556335,2.345659,4.012142,1.063479,3.868104,2.939738,2.497041,6.629398,6.396239,4.475675,6.331094,4.41604,6.631427,5.355952,5.087836,6.554979,6.158761,4.319003,4.644961,4.85293,6.646496,6.664325,6.539612,8.352732,5.982555,6.6618,6.925897,5.237686,6.663702,3.995018,6.432294,6.638672,6.349304,5.974372,6.25178,4.353155,2.468145,2.526451,3.438774,4.658282,4.449596,-0.320085,2.119047,-4.979311
ACH-001190,-4.760392,,,,,,,,,,,,,,-0.027171,1.124065,0.538241,1.21067,0.175932,-1.463637,-3.612934,5.772654,5.47252,2.806784,4.078132,3.313117,5.425375,1.450218,4.169373,1.513965,4.772509,2.267017,5.47252,5.408489,4.231278,4.64403,3.583106,4.312743,1.91069,5.424996,,5.736806,4.696693,5.197531,5.116095,5.403968,5.426992,3.560352,4.827609,5.001609,3.169935,1.528014,0.813835,2.490102,4.314619,2.282213,1.899959,1.552983,5.863412,-5.473301,-1.382514,4.417486,4.846142,2.827969,,2.984448,3.438219,6.511423,,0.827164,4.690597,5.165694,5.341532,5.371977,4.699635,5.218702,6.081386,5.47252,-2.332426,5.255337,5.734672,5.004209,5.446486,6.884014,4.657838,5.453659,6.143635,2.786609,4.903591,2.881039,5.414274,5.308395,5.010239,1.259106,-0.952986,4.148322,1.920455,,5.497537,5.774363,3.874936,-4.298238,-3.948686,1.706586,-0.807561,-2.63371,-0.388339,4.480093,4.791747,1.038911,-0.037465,1.054731,0.588649,4.434642,4.534761,5.234175,4.03054,7.027349,6.072395,-0.110296,5.403639,5.052952,5.475338,1.290509,-0.541553,4.034837,5.3372,3.248884,1.006795,1.655468,0.977022,2.014321,3.283931,5.47252,4.211547,4.477265,4.924902,5.260141,4.93562,,5.471506,,4.460944,5.083651,4.841989,3.754118,5.246725,5.461494,6.908808,4.034446,5.419277,5.403446,4.995898,4.068771,2.950115,4.514652,3.745726,5.381125,4.846174,5.200272,4.824589,5.110649,4.70281,1.683231,4.509485,4.057424,1.637845,4.758673,-3.433751
ACH-000644,-4.671614,,,,,,,,,,,,,,0.353271,2.924037,0.108459,1.498235,0.319934,-1.96029,-2.992138,0.673339,,3.963701,4.047989,4.759362,6.795797,2.921065,5.80362,4.484998,6.89532,2.20496,4.361691,6.744921,2.55279,4.398748,7.1515,6.1898,2.858389,4.94627,5.386674,6.182008,3.030522,6.370214,4.753936,3.728849,4.739833,5.096355,3.900968,4.50713,3.726074,1.772215,0.164278,1.42774,4.253177,0.647253,1.127867,3.078972,6.243937,-4.570907,-0.678927,6.994809,6.095606,3.251024,3.737826,3.09058,4.353768,6.050378,6.158222,5.673902,6.084738,7.142689,5.562089,3.493721,2.853066,7.049113,7.81108,3.323973,-1.181302,5.750279,6.582112,6.259132,6.258956,6.157292,7.019861,6.471409,5.919391,4.605483,7.03986,4.764203,7.176649,7.191945,4.57403,0.321388,2.450087,3.714598,1.091934,4.828297,4.098562,5.676656,6.050282,-0.538114,1.439008,3.295126,1.996141,0.509813,0.782881,4.412941,3.285809,1.659742,1.354734,3.190827,4.088436,5.861853,5.463951,3.414155,5.524423,9.228342,7.527377,1.092548,5.134071,4.091293,6.344622,5.028654,-1.083337,-2.369347,1.743078,3.61935,-1.230277,2.515638,2.001631,3.811346,5.288013,7.116403,4.725034,4.738438,6.68623,6.650013,6.02518,6.324018,7.303995,6.947681,6.316713,7.287877,7.132268,4.777983,6.845746,7.260445,9.081764,6.757762,7.060415,6.208489,5.822038,6.202695,4.278154,6.305934,5.916903,6.955259,5.068632,4.893176,4.283141,2.656735,5.143164,2.270401,7.262161,3.886715,-2.447443,,
ACH-000121,-3.271602,,,,,,,,,,,,,,2.148406,3.212782,1.815981,3.350871,1.308881,0.308874,-2.279338,4.751116,4.083338,5.244619,3.45943,4.788545,7.864301,3.332208,4.771742,6.329593,7.868141,4.805693,3.385114,4.689164,3.451503,3.126509,3.614818,7.404336,7.43393,4.986807,5.678847,6.08847,4.455987,7.51356,5.879573,5.998257,6.384506,6.372287,6.439291,4.523919,1.579616,1.942683,0.916726,1.682544,4.754048,3.118085,5.332077,2.483115,7.72644,-2.560779,0.271207,6.702612,6.352016,2.75831,4.869611,7.551157,4.401575,8.493841,6.768528,6.82846,4.961254,4.681885,6.547133,7.217607,6.266326,7.399952,7.250753,6.812832,1.329994,6.730199,5.888038,7.429359,7.951224,6.625522,7.276499,6.85893,7.459093,5.459213,7.572747,5.157291,6.326722,8.049802,5.695488,1.099884,1.926262,6.43646,2.538125,7.420791,4.819181,5.047895,4.275812,3.234326,2.298697,6.542606,3.125552,0.346067,3.951006,4.499611,4.65967,3.292003,2.135547,5.258371,4.021182,8.050381,6.532666,5.854554,6.619516,9.433396,8.497746,1.35316,7.261143,5.611667,6.625789,2.644246,1.343594,-0.836324,1.618854,5.13436,-0.54292,4.471812,3.622238,3.608637,6.951236,4.97678,6.222163,4.901515,7.589798,5.546708,7.803634,7.396053,7.980877,7.81164,5.590324,6.795248,7.712983,7.996927,8.037884,7.806105,8.534632,8.27995,8.252377,6.056351,6.422102,5.740938,4.495839,5.758061,5.502202,6.871064,4.858011,7.833445,4.746084,7.717878,6.646444,4.72199,6.630476,4.142774,4.837138,,
